invoice_id,date,amount,vendor,reference
INV0170,2026-06-09,12500.0,Meta Platforms India,B0170
INV0047,2026-08-10,100000.0,Swiggy Pvt Ltd,B0047
INV0230,2026-08-02,9500.0,Amazon Seller Services,B0230
INV0423,2026-07-11,11000.0,Uber India Systems Pvt Ltd,B0423
INV0202,2026-08-04,8900.0,Swiggy Pvt Ltd,B0202
INV0327,2026-07-15,750.0,Swiggy Pvt Ltd,B0327
INV0276,2026-03-26,100000.0,Amazon Seller Services,B0276
INV0112,2026-06-21,7200.0,Swiggy Pvt Ltd,B0112
INV0058,2026-01-05,50000.0,Razorpay Software Pvt Ltd,B0058
INV0410,2026-08-02,50000.0,Zoho Corporation Pvt Ltd,B0410
INV0002,2026-02-27,8900.0,Swiggy Pvt Ltd,B0002
INV0455,2026-01-18,7200.0,Zoho Corporation Pvt Ltd,B0455
INV0498,2026-08-07,15000.0,Meta Platforms India,B0498
INV0054,2026-08-04,11000.0,Meta Platforms India,B0054
INV0086,2026-02-19,8900.0,Meta Platforms India,B0086
INV0217,2026-05-18,22000.0,Amazon Seller Services,B0217
INV0037,2026-07-10,8900.0,Flipkart Internet Pvt Ltd,B0037
INV0280,2026-07-15,100000.0,Meta Platforms India,B0280
INV0387,2026-01-26,22000.0,Meta Platforms India,B0387
INV0098,2026-06-19,100000.0,Amazon Seller Services,B0098
INV0358,2026-08-24,7200.0,Amazon Seller Services,B0358
INV0488,2026-01-24,1200.0,Meta Platforms India,B0488
INV0057,2026-06-03,500.0,Netflix Entertainment Services,B0057
INV0365,2026-05-18,35000.0,Flipkart Internet Pvt Ltd,B0365
INV0281,2026-02-25,7200.0,Flipkart Internet Pvt Ltd,B0281
INV0255,2026-07-18,100000.0,Swiggy Pvt Ltd,B0255
INV0014,2026-04-04,2500.0,Amazon Seller Services,B0014
INV0334,2026-04-16,12500.0,Flipkart Internet Pvt Ltd,B0334
INV0095,2026-02-12,750.0,Amazon Seller Services,B0095
INV0408,2026-01-03,14500.0,Amazon Seller Services,B0408
INV0290,2026-01-28,50000.0,Flipkart Internet Pvt Ltd,B0290
INV0175,2026-06-21,22000.0,Google Cloud India,B0175
INV0347,2026-01-08,2500.0,Uber India Systems Pvt Ltd,B0347
INV0426_DUP,2026-08-05,20100.0,Google Cloud India,B0426
INV0142,2026-08-19,15000.0,Swiggy Pvt Ltd,B0142
INV0324,2026-06-04,17500.0,Amazon Seller Services,B0324
INV0496,2026-02-24,75000.0,Zoho Corporation Pvt Ltd,B0496
INV0338,2026-01-30,12500.0,Swiggy Pvt Ltd,B0338
INV0257,2026-03-24,9500.0,Zoho Corporation Pvt Ltd,B0257
INV0059,2026-08-13,15200.0,Meta Platforms India,B0059
INV0384,2026-06-08,750.0,Netflix Entertainment Services,B0384
INV0055,2026-02-09,7400.0,Netflix Entertainment Services,B0055
INV0472,2026-06-27,22000.0,Amazon Seller Services,B0472
INV0184,2026-01-24,12500.0,Netflix Entertainment Services,B0184
INV0469,2026-07-06,750.0,Google Cloud India,B0469
INV0201,2026-04-26,50000.0,Flipkart Internet Pvt Ltd,B0201
INV0036_DUP,2026-03-11,5000.0,Uber India Systems Pvt Ltd,B0036
INV0199,2026-04-20,75000.0,Uber India Systems Pvt Ltd,B0199
INV0179,2026-04-21,7200.0,Swiggy Pvt Ltd,B0179
INV0063,2026-02-02,5000.0,Netflix Entertainment Services,B0063
INV0052,2026-05-09,9500.0,Amazon Web Services India Pvt Ltd,B0052
INV0364,2026-08-10,50100.0,Swiggy Pvt Ltd,B0364
INV0249,2026-05-10,1200.0,Razorpay Software Pvt Ltd,B0249
INV0267,2026-03-03,1200.0,Google Cloud India,B0267
INV0023,2026-06-12,35000.0,Swiggy Pvt Ltd,B0023
INV0332,2026-03-27,22000.0,Razorpay Software Pvt Ltd,B0332
INV0169,2026-04-21,15000.0,Google Cloud India,B0169
INV0293,2026-03-06,750.0,Flipkart Internet Pvt Ltd,B0293
INV0467,2026-06-01,75000.0,Razorpay Software Pvt Ltd,B0467
INV0203,2026-05-05,75000.0,Swiggy Pvt Ltd,B0203
INV0406,2026-05-28,15000.0,Amazon Seller Services,B0406
INV0310,2026-03-15,8900.0,Amazon Web Services India Pvt Ltd,B0310
INV0436,2026-01-30,22000.0,Swiggy Pvt Ltd,B0436
INV0362,2026-07-30,9500.0,Netflix Entertainment Services,B0362
INV0274,2026-05-02,15000.0,Zoho Corporation Pvt Ltd,B0274
INV0326,2026-07-15,500.0,Google Cloud India,B0326
INV0158,2026-06-23,18000.0,Netflix Entertainment Services,B0158
INV0138,2026-08-30,1200.0,Meta Platforms India,B0138
INV0160,2026-08-15,2500.0,Amazon Web Services India Pvt Ltd,B0160
INV0380,2026-06-10,12500.0,Swiggy Pvt Ltd,B0380
INV0106,2026-06-02,1200.0,Flipkart Internet Pvt Ltd,B0106
INV0393,2026-02-14,6500.0,Amazon Seller Services,B0393
INV0094,2026-02-24,50000.0,Uber India Systems Pvt Ltd,B0094
INV0483,2026-03-28,22000.0,Google Cloud India,B0483
INV0349,2026-05-22,11000.0,Flipkart Internet Pvt Ltd,B0349
INV0227,2026-03-25,19000.0,Swiggy Pvt Ltd,B0227
INV0492,2026-04-16,2500.0,Razorpay Software Pvt Ltd,B0492
INV0129,2026-07-03,7200.0,Swiggy Pvt Ltd,B0129
INV0302_DUP,2026-03-20,22500.0,Zoho Corporation Pvt Ltd,B0302
INV0022,2026-04-08,2500.0,Google Cloud India,B0022
INV0200,2026-08-18,35000.0,Netflix Entertainment Services,B0200
INV0076,2026-01-19,12500.0,Amazon Web Services India Pvt Ltd,B0076
INV0113,2026-03-09,8900.0,Razorpay Software Pvt Ltd,B0113
INV0287,2026-02-02,100000.0,Amazon Web Services India Pvt Ltd,B0287
INV0369,2026-05-27,8900.0,Google Cloud India,B0369
INV0458,2026-03-12,500.0,Flipkart Internet Pvt Ltd,B0458
INV0109,2026-06-08,750.0,Zoho Corporation Pvt Ltd,B0109
